Document Number,Amount in local currency,Supplier,Document Type
110006346,-68.5,E000710,AB
110006347,-43.0,E000710,AB
110006348,-74.3,E000710,AB
110006349,-42.3,E000710,AB
Clearing Document 200025199,-1340.59,,
110006338,-1184.44,E001083,AB
Clearing Document 200025200,-1184.44,,
110006332,-148.2,E001424,AB
Clearing Document 200025201,-148.2,,
110006360,-140.0,E000167,AB
Clearing Document 200025203,-140.0,,
110006358,-249.0,E000738,AB
Clearing Document 200025204,-249.0,,
110006359,-122.8,E000173,AB
Clearing Document 200025205,-122.8,,
110006361,-249.0,E000855,AB
Clearing Document 200025206,-249.0,,
110006362,-523.48,E000244,AB
Clearing Document 200025207,-523.48,,
110006357,-157.58,E000725,AB
Clearing Document 200025232,-157.58,,
110006370,-424.0,E001220,AB
Clearing Document 200025233,-424.0,,
110006369,-424.0,E001513,AB
Clearing Document 200025234,-424.0,,
110006390,-160.0,E000789,AB
Clearing Document 200025275,-160.0,,
110006410,-430.0,E000334,AB
Clearing Document 200025292,-430.0,,
110006411,-430.0,E000767,AB
Clearing Document 200025293,-430.0,,
110006402,-1500.0,E001152,AB
Clearing Document 200025294,-1500.0,,
110006393,-1500.0,E001364,AB
Clearing Document 200025295,-1500.0,,
110006407,-410.0,E001375,AB
Clearing Document 200025296,-410.0,,
110006392,-642.68,E000716,AB
Clearing Document 200025299,-642.68,,
110006435,-470.0,E001142,AB
Clearing Document 200025303,-470.0,,
110006436,-400.0,E001371,AB
Clearing Document 200025304,-400.0,,
110006273,-1330.13,E000480,AB
110006274,-636.54,E000480,AB
110006275,-187.4,E000480,AB
110006276,-1485.0,E000480,AB
110006277,-675.0,E000480,AB
Clearing Document 200025305,-4314.07,,
110006385,-196.47,E000516,AB
Clearing Document 200025306,-196.47,,
110006366,-1197.2,E000609,AB
Clearing Document 200025307,-1197.2,,
110006384,-182.19,E000690,AB
Clearing Document 200025308,-182.19,,
110006387,-80.0,E000817,AB
110006388,-101.0,E000817,AB
Clearing Document 200025309,-181.0,,
110006389,-768.42,E000996,AB
Clearing Document 200025310,-768.42,,
110006367,-132.6,E001051,AB
Clearing Document 200025311,-132.6,,
110006379,-12.75,E001057,AB
110006380,-294.34,E001057,AB
110006381,-22.45,E001057,AB
Clearing Document 200025312,-329.54,,
110006365,-111.24,E001079,AB
Clearing Document 200025313,-111.24,,
110006382,-139.3,E001150,AB
Clearing Document 200025314,-139.3,,
110006377,-40.6,E001256,AB
110006378,-624.75,E001256,AB
Clearing Document 200025315,-665.35,,
110006386,-458.0,E001272,AB
Clearing Document 200025316,-458.0,,
110006371,-1355.6,E001357,AB
110006372,-290.0,E001357,AB
Clearing Document 200025317,-1645.6,,
110006373,-693.31,E001365,AB
110006374,-48.0,E001365,AB
110006375,-139.4,E001365,AB
110006376,-9.9,E001365,AB
Clearing Document 200025318,-890.61,,
110006391,-76.68,E001389,AB
Clearing Document 200025319,-76.68,,
110006383,-51.1,E001511,AB
Clearing Document 200025320,-51.1,,
110006368,-341.76,E001512,AB
Clearing Document 200025321,-341.76,,
110006413,-59.15,E001077,AB
Clearing Document 200025339,-59.15,,
110006437,-32.5,E001148,AB
110006439,-27.0,E001148,AB
Clearing Document 200025354,-59.5,,
110006438,-300.0,E001012,AB
Clearing Document 200025355,-300.0,,
110006441,-131.0,E000951,AB
Clearing Document 200025378,-131.0,,
110006442,-1703.9,E001223,AB
Clearing Document 200025379,-1703.9,,
110006400,-597.5,E000466,AB
110006401,-122.48,E000466,AB
Clearing Document 200025407,-719.98,,
110006403,-355.5,E001018,AB
Clearing Document 200025408,-355.5,,
110006404,-276.5,E001080,AB
Clearing Document 200025409,-276.5,,
110006405,-71.0,E001115,AB
110006406,-180.5,E001115,AB
Clearing Document 200025410,-251.5,,
110006394,-830.88,E001162,AB
110006395,149.8,E001162,AB
110006396,-281.0,E001162,AB
Clearing Document 200025411,-962.08,,
110006397,-1050.0,E001315,AB
110006398,-35.5,E001315,AB
Clearing Document 200025412,-1085.5,,
110006399,-643.5,E001404,AB
110006409,-313.5,E001404,AB
Clearing Document 200025413,-957.0,,
110006444,-790.48,E001304,AB
Clearing Document 200025417,-790.48,,
110006454,-200.0,E000285,AB
110006458,-684.77,E000285,AB
Clearing Document 200025531,-884.77,,
110006460,-135.0,E001117,AB
Clearing Document 200025533,-135.0,,
110006453,-78.0,E001199,AB
110006462,-1031.57,E001199,AB
110006463,-200.0,E001199,AB
Clearing Document 200025534,-1309.57,,
110006461,-266.7,E001503,AB
Clearing Document 200025535,-266.7,,
110006459,-612.76,E001508,AB
Clearing Document 200025536,-612.76,,
110006468,-79.8,E000157,AB
Clearing Document 200025539,-79.8,,
110006467,-87.9,E001105,AB
Clearing Document 200025540,-87.9,,
110006466,-1199.61,E001527,AB
Clearing Document 200025541,-1199.61,,
110006434,-17.0,E000200,AB
Clearing Document 200025542,-17.0,,
110006421,-85.0,E000278,AB
110006422,-85.0,E000278,AB
110006423,-189.0,E000278,AB
110006424,-549.0,E000278,AB
Clearing Document 200025543,-908.0,,
110006428,-165.2,E000289,AB
110006429,-108.0,E000289,AB
110006430,-201.0,E000289,AB
110006431,-221.4,E000289,AB
110006432,-143.0,E000289,AB
110006433,-221.4,E000289,AB
Clearing Document 200025544,-1060.0,,
110006416,-533.5,E000526,AB
Clearing Document 200025545,-533.5,,
110006415,-55.8,E000563,AB
Clearing Document 200025546,-55.8,,
110006464,-94.3,E001120,AB
Clearing Document 200025553,-94.3,,
110006469,-447.5,E001549,AB
110006480,-258.26,E001549,AB
110006510,533.26,E001549,AB
110006511,-533.26,E001549,AB
Clearing Document 200025575,-705.76,,
110006465,-95.08,E001179,AB
110006470,-447.71,E001179,AB
110006478,-447.79,E001179,AB
110006508,722.79,E001179,AB
110006509,-738.79,E001179,AB
Clearing Document 200025579,-1006.58,,
110006515,-124.0,E000338,AB
Clearing Document 200025597,-124.0,,
110006516,-116.0,E000491,AB
110006526,-254.0,E000491,AB
Clearing Document 200025598,-370.0,,
110006518,-116.0,E001232,AB
Clearing Document 200025599,-116.0,,
110006517,-116.0,E001335,AB
Clearing Document 200025600,-116.0,,
110006519,-116.0,E001528,AB
Clearing Document 200025601,-116.0,,
110006520,-116.0,E000983,AB
Clearing Document 200025602,-116.0,,
110006514,-254.0,E001505,AB
110006524,-116.0,E001505,AB
Clearing Document 200025603,-370.0,,
110006474,-225.0,E001148,AB
Clearing Document 200025604,-225.0,,
110006513,-333.42,E000981,AB
Clearing Document 200025607,-333.42,,
110006532,-266.0,E000338,AB
Clearing Document 200025620,-266.0,,
110006523,-116.0,E001105,AB
110006537,-254.0,E001105,AB
Clearing Document 200025621,-370.0,,
110006521,-116.0,E001343,AB
110006531,-254.0,E001343,AB
Clearing Document 200025622,-370.0,,
110006522,-116.0,E001388,AB
110006533,-254.0,E001388,AB
Clearing Document 200025623,-370.0,,
110006535,-254.0,E000982,AB
Clearing Document 200025624,-254.0,,
110006536,-254.0,E001346,AB
Clearing Document 200025625,-254.0,,
110006534,-254.0,E001502,AB
Clearing Document 200025626,-254.0,,
110006530,-254.0,E000983,AB
Clearing Document 200025627,-254.0,,
110006527,-254.0,E001335,AB
Clearing Document 200025628,-254.0,,
110006529,-254.0,E001528,AB
Clearing Document 200025630,-254.0,,
110006528,-254.0,E001232,AB
Clearing Document 200025631,-254.0,,
110006541,-349.0,E000623,AB
Clearing Document 200025645,-349.0,,
110006542,-155.0,E001029,AB
Clearing Document 200025646,-155.0,,
110006491,-885.2,E000479,AB
Clearing Document 200025702,-885.2,,
110006495,-369.06,E001013,AB
Clearing Document 200025703,-369.06,,
110006543,-880.0,E001295,AB
Clearing Document 200025704,-880.0,,
110006546,-180.0,E001307,AB
Clearing Document 200025705,-180.0,,
110006545,-80.0,E001410,AB
Clearing Document 200025706,-80.0,,
110006544,-180.0,E001540,AB
Clearing Document 200025707,-180.0,,
110006549,-424.0,E000641,AB
Clearing Document 200025712,-424.0,,
110006449,-1102.9,E000843,AB
Clearing Document 200025775,-1102.9,,
110006572,-196.5,E001213,AB
Clearing Document 200025783,-196.5,,
110006573,-247.22,E001181,AB
Clearing Document 200025784,-247.22,,
110006570,-181.5,E000589,AB
Clearing Document 200025792,-181.5,,
110006580,-928.18,E000589,AB
Clearing Document 200025793,-928.18,,
110006582,-215.07,E000589,AB
Clearing Document 200025794,-215.07,,
110006574,-163.0,E000867,AB
Clearing Document 200025795,-163.0,,
110006575,-96.5,E000913,AB
110006576,-96.5,E000913,AB
110006577,-89.7,E000913,AB
Clearing Document 200025796,-282.7,,
110006578,-168.45,E001156,AB
Clearing Document 200025797,-168.45,,
110006579,-589.54,E001280,AB
Clearing Document 200025798,-589.54,,
110006571,-178.5,E001323,AB
Clearing Document 200025799,-178.5,,
110006583,-178.21,E001518,AB
Clearing Document 200025800,-178.21,,
110006550,-554.67,E000936,AB
Clearing Document 200025811,-554.67,,
110006586,-648.0,E000811,AB
Clearing Document 200025816,-648.0,,
110006563,-742.0,E001082,AB
Clearing Document 200025823,-742.0,,
110006564,-581.5,E001162,AB
Clearing Document 200025824,-581.5,,
110006558,-115.0,E000749,AB
Clearing Document 200025898,-115.0,,
110006560,-258.71,E001331,AB
Clearing Document 200025899,-258.71,,
110006555,-659.46,E001442,AB
Clearing Document 200025900,-659.46,,
110006483,-271.52,E000940,AB
Clearing Document 200025907,-271.52,,
110006610,-420.55,E001224,AB
Clearing Document 200025915,-420.55,,
110006637,-249.0,E001423,AB
Clearing Document 200025923,-249.0,,
110006562,-180.0,E001425,AB
Clearing Document 200025924,-180.0,,
110006643,-378.65,E001336,AB
110006644,-380.33,E001336,AB
Clearing Document 200026016,-758.98,,
110006484,-245.74,E001441,AB
110006485,-676.79,E001441,AB
110006486,-174.22,E001441,AB
Clearing Document 200026027,-1096.75,,
110006556,-81.1,E000618,AB
110006557,-579.72,E000618,AB
110006559,-81.1,E000618,AB
Clearing Document 200026036,-741.92,,
110006553,-574.95,E000954,AB
Clearing Document 200026037,-574.95,,
110006554,-354.0,E000301,AB
Clearing Document 200026038,-354.0,,
110006664,-380.0,E001232,AB
Clearing Document 200026039,-380.0,,
110006668,-48.95,E001363,AB
Clearing Document 200026040,-48.95,,
110006667,-380.0,E001528,AB
Clearing Document 200026041,-380.0,,
110006565,-500.0,E000383,AB
Clearing Document 200026043,-500.0,,
110006566,-800.0,E000494,AB
Clearing Document 200026044,-800.0,,
110006568,-700.0,E000916,AB
Clearing Document 200026045,-700.0,,
110006569,-500.0,E001409,AB
Clearing Document 200026046,-500.0,,
110006567,-500.0,E001498,AB
Clearing Document 200026047,-500.0,,
110006650,-400.0,E001180,AB
Clearing Document 200026055,-400.0,,
110006654,-400.0,E001549,AB
Clearing Document 200026056,-400.0,,
110006647,-301.31,E000229,AB
Clearing Document 200026059,-301.31,,
110006616,-490.95,E000322,AB
Clearing Document 200026060,-490.95,,
110006613,-266.65,E001432,AB
Clearing Document 200026061,-266.65,,
110006612,-115.0,E001557,AB
Clearing Document 200026062,-115.0,,
110006655,-600.0,E000229,AB
Clearing Document 200026063,-600.0,,
110006645,-89.0,E001234,AB
Clearing Document 200026070,-89.0,,
110006653,-89.0,E000033,AB
Clearing Document 200026073,-89.0,,
110006651,-509.0,E000543,AB
Clearing Document 200026074,-509.0,,
110006646,-113.0,E000596,AB
Clearing Document 200026075,-113.0,,
110006652,-2966.22,E000886,AB
Clearing Document 200026077,-2966.22,,
110006670,-155.0,E000926,AB
Clearing Document 200026078,-155.0,,
110006648,-481.0,E000973,AB
Clearing Document 200026079,-481.0,,
110006649,-509.0,E001544,AB
Clearing Document 200026081,-509.0,,
110006676,-300.0,E001003,AB
Clearing Document 200026090,-300.0,,
110006561,-1800.0,E001353,AB
Clearing Document 200026091,-1800.0,,
110006598,-34.1,E000031,AB
110006599,-4.25,E000031,AB
Clearing Document 200026092,-38.35,,
110006595,-199.12,E000280,AB
110006596,-149.65,E000280,AB
110006597,-377.89,E000280,AB
Clearing Document 200026093,-726.66,,
110006584,-323.5,E000442,AB
110006585,-1539.02,E000442,AB
Clearing Document 200026094,-1862.52,,
110006593,-42.5,E000462,AB
110006594,-900.3,E000462,AB
Clearing Document 200026095,-942.8,,
110006601,-94.2,E000480,AB
110006602,-79.08,E000480,AB
110006604,-18.7,E000480,AB
110006608,-665.6,E000480,AB
110006609,-747.65,E000480,AB
Clearing Document 200026096,-1605.23,,
110006590,-212.5,E000553,AB
Clearing Document 200026097,-212.5,,
110006505,-1790.64,E000790,AB
Clearing Document 200026098,-1790.64,,
110006589,-765.32,E001132,AB
Clearing Document 200026099,-765.32,,
110006587,-158.0,E001137,AB
110006588,-380.0,E001137,AB
Clearing Document 200026100,-538.0,,
110006591,-187.5,E001191,AB
Clearing Document 200026101,-187.5,,
110006502,-229.56,E001364,AB
Clearing Document 200026102,-229.56,,
110006592,-200.0,E001455,AB
Clearing Document 200026103,-200.0,,
110006685,-487.1,E001298,AB
Clearing Document 200026104,-487.1,,
110006686,-738.0,E001302,AB
Clearing Document 200026105,-738.0,,
110006681,-569.02,E000144,AB
Clearing Document 200026126,-569.02,,
110006680,-325.0,E000490,AB
Clearing Document 200026127,-325.0,,
110006682,-20.0,E000895,AB
110006683,-20.0,E000895,AB
Clearing Document 200026128,-40.0,,
110006684,-356.0,E000923,AB
Clearing Document 200026129,-356.0,,
110006687,-2514.57,E000432,AB
110006688,-20.0,E000432,AB
110006689,-20.0,E000432,AB
Clearing Document 200026135,-2554.57,,
110006692,-17.5,E001534,AB
110006693,-17.5,E001534,AB
Clearing Document 200026154,-35.0,,
110006702,-176.72,E000967,AB
Clearing Document 200026162,-176.72,,
110006727,-340.0,E000225,AB
110006728,-110.0,E000225,AB
110006729,-110.0,E000225,AB
Clearing Document 200026205,-560.0,,
110006723,-872.24,E000711,AB
Clearing Document 200026206,-872.24,,
110006725,-485.9,E001220,AB
Clearing Document 200026207,-485.9,,
110006726,-385.6,E001513,AB
Clearing Document 200026208,-385.6,,
110006492,-69.5,E000253,AB
110006493,-409.0,E000253,AB
110006494,-76.73,E000253,AB
Clearing Document 200026213,-555.23,,
110006496,-72.0,E000334,AB
Clearing Document 200026214,-72.0,,
110006487,-51.0,E000560,AB
Clearing Document 200026215,-51.0,,
110006498,-72.0,E000633,AB
Clearing Document 200026216,-72.0,,
110006497,-62.0,E000767,AB
Clearing Document 200026217,-62.0,,
110006503,-1103.14,E001041,AB
Clearing Document 200026218,-1103.14,,
110006490,-28.7,E001155,AB
Clearing Document 200026219,-28.7,,
110006504,-634.11,E001375,AB
Clearing Document 200026220,-634.11,,
110006716,-350.82,E001049,AB
Clearing Document 200026224,-350.82,,
110006719,-88.0,E001012,AB
Clearing Document 200026225,-88.0,,
110006718,-115.5,E000414,AB
Clearing Document 200026226,-115.5,,
110006712,-228.0,E001303,AB
Clearing Document 200026229,-228.0,,
110006709,-159.5,E000487,AB
Clearing Document 200026230,-159.5,,
110006731,-896.8,E000714,AB
Clearing Document 200026253,-896.8,,
110006732,-155.0,E000947,AB
Clearing Document 200026254,-155.0,,
110006551,-155.0,E001222,AB
Clearing Document 200026255,-155.0,,
110006552,-559.28,E001273,AB
Clearing Document 200026257,-559.28,,
110006640,-121.33,E001013,AB
Clearing Document 200026282,-121.33,,
110006642,-435.78,E001423,AB
Clearing Document 200026283,-435.78,,
110006764,-561.15,E000617,AB
110006765,-757.44,E000617,AB
Clearing Document 200026296,-1318.59,,
110006766,-485.0,E000885,AB
Clearing Document 200026297,-485.0,,
110006761,-155.0,E001022,AB
Clearing Document 200026298,-155.0,,
110006762,-454.1,E001147,AB
110006763,-925.8,E001147,AB
Clearing Document 200026299,-1379.9,,
110006768,-71.26,E001077,AB
Clearing Document 200026308,-71.26,,
110006714,-166.5,E001050,AB
Clearing Document 200026339,-166.5,,
110006713,-590.72,E000299,AB
Clearing Document 200026340,-590.72,,
110006678,-29.75,E000032,AB
Clearing Document 200026341,-29.75,,
110006628,-56.6,E000268,AB
110006629,-115.33,E000268,AB
110006630,-82.0,E000268,AB
110006631,-32.26,E000268,AB
Clearing Document 200026342,-286.19,,
110006615,-1542.2,E000638,AB
Clearing Document 200026343,-1542.2,,
110006635,-253.53,E000684,AB
Clearing Document 200026344,-253.53,,
110006636,-31.5,E000719,AB
Clearing Document 200026345,-31.5,,
110006632,-437.42,E000984,AB
Clearing Document 200026346,-437.42,,
110006614,-106.7,E001112,AB
Clearing Document 200026347,-106.7,,
110006620,-227.64,E001142,AB
Clearing Document 200026348,-227.64,,
110006695,-63.8,E001262,AB
Clearing Document 200026349,-63.8,,
110006677,-182.9,E001317,AB
Clearing Document 200026350,-182.9,,
110006671,-82.4,E001356,AB
110006672,-52.96,E001356,AB
110006673,-23.81,E001356,AB
Clearing Document 200026351,-159.17,,
110006622,-580.5,E001406,AB
Clearing Document 200026352,-580.5,,
110006618,-72.78,E001429,AB
Clearing Document 200026353,-72.78,,
110006619,-97.92,E001467,AB
Clearing Document 200026354,-97.92,,
110006669,-525.0,E001483,AB
Clearing Document 200026355,-525.0,,
110006674,-99.55,E001509,AB
Clearing Document 200026356,-99.55,,
110006617,-81.9,E001515,AB
Clearing Document 200026357,-81.9,,
110006624,-681.62,E001539,AB
Clearing Document 200026358,-681.62,,
110006771,-297.4,E000970,AB
Clearing Document 200026476,-297.4,,
110006773,-1118.95,E001503,AB
Clearing Document 200026477,-1118.95,,
110006797,-700.0,E000611,AB
Clearing Document 200026489,-700.0,,
110006801,-147.5,E000625,AB
Clearing Document 200026490,-147.5,,
110006793,-641.78,E000626,AB
110006794,-577.38,E000626,AB
Clearing Document 200026491,-1219.16,,
110006820,-370.73,E000992,AB
Clearing Document 200026493,-370.73,,
110006798,-500.0,E001136,AB
Clearing Document 200026494,-500.0,,
110006795,-20.0,E001143,AB
Clearing Document 200026495,-20.0,,
110006802,-147.5,E001386,AB
Clearing Document 200026497,-147.5,,
110006796,-20.0,E001484,AB
Clearing Document 200026498,-20.0,,
110006844,-526.88,E000135,AB
Clearing Document 200026762,-526.88,,
110006842,-648.0,E000707,AB
Clearing Document 200026763,-648.0,,
110006848,-155.0,E000744,AB
Clearing Document 200026764,-155.0,,
110006843,-500.0,E001276,AB
Clearing Document 200026768,-500.0,,
110006819,-300.0,E000414,AB
Clearing Document 200026803,-300.0,,
110006867,-167.0,E000089,AB
